phase,order,mixture,mode,comp1,comp2,x1,Tc_K,Pc_Pa,eta,p_evap_bar,p_cond_bar,cost
INIT,1,MethylOleate[0.50]&Acetone[0.50],mixture,MethylOleate,Acetone,0.5,645.05,2249744.558486452,-0.05,-1.0,-1.0,4.9
INIT,2,MD4M[0.49]&R11[0.51],mixture,MD4M,R11,0.49,560.3341,1284309.8343613255,-0.05,-1.0,-1.0,5.9
INIT,3,Toluene[0.47]&n-Butane[0.53],mixture,Toluene,n-Butane,0.47000000000000003,528.0680779309969,5427508.973223875,0.05644305361079187,4.854550928468035,1.4272185210564705,6.9
INIT,4,trans-2-Butene[0.43]&R11[0.57],mixture,trans-2-Butene,R11,0.43,452.835,4334333.9492810955,0.12026512085276128,21.611493748536493,1.9879732917153727,7.9
INIT,5,trans-2-Butene[0.39]&MethylOleate[0.61],mixture,trans-2-Butene,MethylOleate,0.39,644.1779,1506831.1674055904,-0.05,-1.0,-1.0,8.9
OPT,6,Toluene[0.34]&n-Butane[0.66],mixture,Toluene,n-Butane,0.34,504.2517107860632,5330017.404477535,0.07192452479697414,7.822429424867031,1.7114527039316867,9.9
OPT,7,n-Butane[0.39]&trans-2-Butene[0.61],mixture,n-Butane,trans-2-Butene,0.39,426.47599322548456,3922011.4862107644,0.10835000314632531,27.8189585716258,3.2671964120135453,10.9
OPT,8,n-Butane[0.40]&trans-2-Butene[0.60],mixture,n-Butane,trans-2-Butene,0.4,426.4341432136,3919686.8829645924,0.10897268949520728,28.645122501249215,3.2724042558388513,11.9
OPT,9,Toluene[0.48]&R245fa[0.52],mixture,Toluene,R245fa,0.48,506.0852,4302852.420554541,0.07602358382598125,5.618025179043523,0.92243918185273,12.9
OPT,10,trans-2-Butene[0.42]&n-Butane[0.58],mixture,trans-2-Butene,n-Butane,0.42,425.79218912057985,3879288.5665266695,0.095153040016091,18.762113631348594,3.2872545250346215,13.9
OPT,11,n-Butane[0.48]&trans-2-Butene[0.52],mixture,n-Butane,trans-2-Butene,0.48,426.1227363571968,3901392.587051327,0.10607458538622043,26.795773314034662,3.3640560558870365,14.9
OPT,12,n-Butane[0.50]&trans-2-Butene[0.50],mixture,n-Butane,trans-2-Butene,0.5,426.051397446875,3896903.5364653994,0.10231058405481665,25.67910840376761,3.5918157961309176,15.9
OPT,13,Toluene[0.46]&n-Butane[0.54],mixture,Toluene,n-Butane,0.46,526.3515741804171,5427834.763051266,0.06353225440558893,5.9100673289420085,1.4704835582471263,16.9
OPT,14,trans-2-Butene[0.49]&n-Butane[0.51],mixture,trans-2-Butene,n-Butane,0.49,426.0167071145698,3894671.7620348413,0.108776440831347,28.796104530963387,3.278193258075533,17.9
OPT,15,R245fa[0.49]&Toluene[0.51],mixture,R245fa,Toluene,0.49,511.0274,4313996.794013537,0.06460220747253002,4.293285209955157,0.9501548486970965,18.9
OPT,16,n-Butane[0.29]&R11[0.71],mixture,n-Butane,R11,0.29,457.77434999999997,4339682.020369463,0.11848771009909409,19.851494183927443,1.9090284323591755,20.2
